dataset	line	edge_index	edge_id	from_stage	to_stage	left_hash	right_hash	pair_hash	residual_hash	left_nodes	right_nodes	left	right
loki_tiny.csv	9810	0	edge0_source_ordinary_loki_tiny_csv_9810	source	ordinary	4902c6d8cd26a8d2	2405651caae1ef86	28cee92ed01f9c3d	8cc1622093d9938a	91	12	~ (~ (~ (~ (~ (~ ((v0 ^ ~ v0) + (-0x1) * (v0 ^ v1)) & v1) & ~ (~ ((v0 ^ v1) & v1))) + (-0x1) * ~ (~ ((v0 ^ v1) & v1))) ^ ~ ((-0x1) * ~ (~ (~ (~ ((v0 ^ ~ v0) + (-0x1) * (v0 ^ v1)) & v1) & ~ (~ ((v0 ^ v1) & v1))) + (-0x1) * ~ (~ ((v0 ^ v1) & v1))) & ~ (v1 & ~ ((-0x1) * v1 & v1 + v1)))) | ~ (v1 & ~ ((-0x1) * v1 & v1 + v1)))	(-0x1) * (v0 & v1 & 0x2 * v1 & (-0x1) * v1) + (v0 & v1)
loki_tiny.csv	9810	1	edge1_ordinary_p7e_loki_tiny_csv_9810	ordinary	p7e	2405651caae1ef86	2405651caae1ef86	6a95debcdebe572f	916538a9cb78ef00	12	12	(-0x1) * (v0 & v1 & 0x2 * v1 & (-0x1) * v1) + (v0 & v1)	(-0x1) * (v0 & v1 & 0x2 * v1 & (-0x1) * v1) + (v0 & v1)
loki_tiny.csv	9810	2	edge2_p9l_loki_tiny_csv_9810	p7e	retained	2405651caae1ef86	4ccc852f0e53a6dc	b4e0b0f068928e63	626273f3df45f6ee	12	3	(-0x1) * (v0 & v1 & 0x2 * v1 & (-0x1) * v1) + (v0 & v1)	v0 & v1
loki_tiny.csv	11431	0	edge0_source_ordinary_loki_tiny_csv_11431	source	ordinary	2d66055e64418b2c	99cb1a2ad730d671	a98b324a727d3858	2c4edd9232cfff09	24	61	((v0 | v1) + v1 & (-0x1) * ((v0 | v1) + v1 & (-0x1) * ((v0 | v1) + v1))) + (-0x1) * v1 | v1	(-0x1) * (v1 & (-0x1) * v1 + ((-0x1) * (v0 + 0x2 * v1 + (-0x1) * (v0 & v1) & (-0x2) * v1 + (-0x1) * v0 + (v0 & v1)) & v0 + 0x2 * v1 + (-0x1) * (v0 & v1))) + ((-0x1) * (v0 + 0x2 * v1 + (-0x1) * (v0 & v1) & (-0x2) * v1 + (-0x1) * v0 + (v0 & v1)) & v0 + 0x2 * v1 + (-0x1) * (v0 & v1))
loki_tiny.csv	11431	1	edge1_ordinary_p7e_loki_tiny_csv_11431	ordinary	p7e	99cb1a2ad730d671	99cb1a2ad730d671	b18189e30d83ff7d	e24c2915d846002a	61	61	(-0x1) * (v1 & (-0x1) * v1 + ((-0x1) * (v0 + 0x2 * v1 + (-0x1) * (v0 & v1) & (-0x2) * v1 + (-0x1) * v0 + (v0 & v1)) & v0 + 0x2 * v1 + (-0x1) * (v0 & v1))) + ((-0x1) * (v0 + 0x2 * v1 + (-0x1) * (v0 & v1) & (-0x2) * v1 + (-0x1) * v0 + (v0 & v1)) & v0 + 0x2 * v1 + (-0x1) * (v0 & v1))	(-0x1) * (v1 & (-0x1) * v1 + ((-0x1) * (v0 + 0x2 * v1 + (-0x1) * (v0 & v1) & (-0x2) * v1 + (-0x1) * v0 + (v0 & v1)) & v0 + 0x2 * v1 + (-0x1) * (v0 & v1))) + ((-0x1) * (v0 + 0x2 * v1 + (-0x1) * (v0 & v1) & (-0x2) * v1 + (-0x1) * v0 + (v0 & v1)) & v0 + 0x2 * v1 + (-0x1) * (v0 & v1))
loki_tiny.csv	11431	2	edge2_p9l_loki_tiny_csv_11431	p7e	retained	99cb1a2ad730d671	22845ff142c4aa6c	f10f59afaa8e8f80	f2e1c906d5952791	61	7	(-0x1) * (v1 & (-0x1) * v1 + ((-0x1) * (v0 + 0x2 * v1 + (-0x1) * (v0 & v1) & (-0x2) * v1 + (-0x1) * v0 + (v0 & v1)) & v0 + 0x2 * v1 + (-0x1) * (v0 & v1))) + ((-0x1) * (v0 + 0x2 * v1 + (-0x1) * (v0 & v1) & (-0x2) * v1 + (-0x1) * v0 + (v0 & v1)) & v0 + 0x2 * v1 + (-0x1) * (v0 & v1))	v0 + v1 + (-0x1) * (v0 & v1)
loki_tiny.csv	12529	0	edge0_source_ordinary_loki_tiny_csv_12529	source	ordinary	b101615a7c438321	8a12b280d0831f58	bb1772219abb9738	3b33a79aec0f4a75	34	500	~ (~ (~ (v0 + ~ v0) + (~ (v0 | v1) & (v0 | v1) + (v0 | v1) | (-0x1) * (v0 | v1))) + (-0x1) * (v0 | v1)) | (v0 | v1)	0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) + (-0x1) * (v0 & v1 & (-0x1) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1 + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v0 & (-0x1) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1 + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v1 & (-0x1) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1 + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))
loki_tiny.csv	12529	1	edge1_ordinary_p7e_loki_tiny_csv_12529	ordinary	p7e	8a12b280d0831f58	8a12b280d0831f58	42d2a7408fadb00f	3900a18536ef5c30	500	500	0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) + (-0x1) * (v0 & v1 & (-0x1) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1 + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v0 & (-0x1) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1 + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v1 & (-0x1) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1 + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))	0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) + (-0x1) * (v0 & v1 & (-0x1) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1 + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v0 & (-0x1) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1 + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v1 & (-0x1) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1 + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))
loki_tiny.csv	12529	2	edge2_p9l_loki_tiny_csv_12529	p7e	retained	8a12b280d0831f58	22845ff142c4aa6c	c11f6916d5131763	5773e2fd787a271c	500	7	0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) + (-0x1) * (v0 & v1 & (-0x1) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1 + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v0 & (-0x1) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1 + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v1 & (-0x1) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1 + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))	v0 + v1 + (-0x1) * (v0 & v1)
loki_tiny.csv	12689	0	edge0_source_ordinary_loki_tiny_csv_12689	source	ordinary	3b3e4e19515091ae	f1c0ed5ba99047a4	27ae94a938b0546d	c2f9c9b09804fa16	78	145	((v0 & (-0x1) * v0 | (v0 & (-0x1) * v0) & ~ (~ (v0 | v1) | ~ ((-0x1) * ~ (v0 | v1)) & ~ (v0 | v1) + ~ (v0 | v1))) | ~ (~ (v0 | v1) | ~ ((-0x1) * ~ (v0 | v1)) & ~ (v0 | v1) + ~ (v0 | v1))) | ~ (~ (v0 | v1) | ~ ((-0x1) * ~ (v0 | v1)) & ~ (v0 | v1) + ~ (v0 | v1))	v0 + v1 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & v1 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (-0x1) * (v0 & (-0x1) * v0 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (-0x1) * (v0 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (-0x1) * (v1 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v0 & v1 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v0 & (-0x1) * v0 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v0 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v1 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1)
loki_tiny.csv	12689	1	edge1_ordinary_p7e_loki_tiny_csv_12689	ordinary	p7e	f1c0ed5ba99047a4	f1c0ed5ba99047a4	a1f901843b3216af	1acfbfe067e84290	145	145	v0 + v1 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & v1 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (-0x1) * (v0 & (-0x1) * v0 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (-0x1) * (v0 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (-0x1) * (v1 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v0 & v1 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v0 & (-0x1) * v0 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v0 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v1 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1)	v0 + v1 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & v1 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (-0x1) * (v0 & (-0x1) * v0 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (-0x1) * (v0 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (-0x1) * (v1 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v0 & v1 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v0 & (-0x1) * v0 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v0 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v1 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1)
loki_tiny.csv	12689	2	edge2_p9l_loki_tiny_csv_12689	p7e	retained	f1c0ed5ba99047a4	22845ff142c4aa6c	f3e49a2a19e73887	daa74436ec362238	145	7	v0 + v1 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & v1 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (-0x1) * (v0 & (-0x1) * v0 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (-0x1) * (v0 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (-0x1) * (v1 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v0 & v1 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v0 & (-0x1) * v0 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v0 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v1 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1)	v0 + v1 + (-0x1) * (v0 & v1)
loki_tiny.csv	13078	0	edge0_source_ordinary_loki_tiny_csv_13078	source	ordinary	f61d2dc1deafbd23	a055f0cecbbdbbdc	b379e3e5cdec168e	313411a41a15467f	55	45	v0 | ((-0x1) * ~ (~ (v0 & ~ v0) & v1) & ~ (~ (v0 & ~ v0) & v1) + ~ (~ (v0 & ~ (v0 | ~ ((-0x1) * v0 + (v0 ^ ~ v0)))) & v1) | ~ (~ (~ (v0 & ~ (v0 & ((-0x1) * v0 | ~ ((-0x1) * v0)))) & v1)))	v0 + v1 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & v1 + 0x1 & (-0x2) + (-0x2) * v1) + (-0x1) * (v1 & v1 + 0x1 & (-0x2) + (-0x2) * v1) + (v0 & v1 & v1 + 0x1 & (-0x2) + (-0x2) * v1) + (v1 + 0x1 & (-0x2) + (-0x2) * v1)
